월,일,시,건구온도(℃),기압(hPa),운량(1~10),적설량(cm),강우량(mm),풍향,상대습도(%),수평면일사(W/m2),운형,퐁속(m/s),이슬점온도(℃),절대습도(Kg/Kg),공기밀도(Kg/㎥),엔탈피(KJ/Kg),직달일사(W/㎡),,
6,6 ,18,21.20 ,1002.2 ,10 ,0.00 ,0.00 ,WSW,85 ,13.89 ,StAs,8.3 ,18.50 ,0.0134 ,1.1992 ,55.36 ,1.11 ,,
6,6 ,19,21.70 ,1001.8 ,9 ,0.00 ,0.00 ,SW,87 ,15.29 ,StAs,6.2 ,18.57 ,0.0142 ,1.1972 ,57.80 ,1.22 ,,
6,6 ,20,21.50 ,1001.4 ,9 ,0.00 ,0.00 ,SW,89 ,0.00 ,StAs,10.7 ,18.63 ,0.0143 ,1.1980 ,57.98 ,0.00 ,,
6,6 ,21,20.20 ,1001.0 ,8 ,0.00 ,0.00 ,SW,91 ,0.00 ,StAs,7.3 ,18.70 ,0.0135 ,1.2033 ,54.56 ,0.00 ,,
6,6 ,22,20.40 ,1000.7 ,8 ,0.00 ,0.90 ,WSW,92 ,0.00 ,StAs,10.2 ,18.87 ,0.0139 ,1.2025 ,55.72 ,0.00 ,,
6,6 ,23,20.20 ,1000.5 ,9 ,0.00 ,0.30 ,WSW,94 ,0.00 ,StNs,11.7 ,19.03 ,0.0139 ,1.2033 ,55.58 ,0.00 ,,
6,6 ,24,20.10 ,1000.2 ,9 ,0.00 ,0.30 ,SW,95 ,0.00 ,StNs,12.5 ,19.20 ,0.0140 ,1.2037 ,55.77 ,0.00 ,,
6,7 ,1,20.13 ,999.9 ,9 ,0.00 ,0.80 ,WSW,95 ,0.00 ,Sc,10.7 ,19.27 ,0.0141 ,1.2036 ,56.01 ,0.00 ,,
6,7 ,2,20.17 ,999.6 ,9 ,0.00 ,0.00 ,WSW,96 ,0.00 ,StNs,11.7 ,19.33 ,0.0142 ,1.2034 ,56.24 ,0.00 ,,
6,7 ,3,20.20 ,999.3 ,9 ,0.00 ,3.60 ,WSW,96 ,0.00 ,StNs,13.3 ,19.40 ,0.0143 ,1.2033 ,56.48 ,0.00 ,,
6,7 ,4,20.30 ,999.1 ,9 ,0.00 ,0.20 ,SW,96 ,0.00 ,StNs,14.3 ,19.47 ,0.0144 ,1.2029 ,56.82 ,0.00 ,,
6,7 ,5,20.30 ,998.8 ,10 ,0.00 ,1.00 ,WSW,96 ,0.00 ,StNs,11.7 ,19.53 ,0.0144 ,1.2029 ,56.82 ,0.00 ,,
6,7 ,6,20.20 ,998.6 ,10 ,0.00 ,0.10 ,SW,96 ,17.97 ,StNs,13.0 ,19.60 ,0.0143 ,1.2033 ,56.48 ,1.44 ,,
6,7 ,7,20.10 ,998.3 ,10 ,0.00 ,0.20 ,WSW,96 ,59.93 ,StNs,13.7 ,19.50 ,0.0142 ,1.2037 ,56.15 ,4.79 ,,
6,7 ,8,20.00 ,997.9 ,10 ,0.00 ,4.70 ,SW,96 ,8.33 ,StNs,13.7 ,19.40 ,0.0141 ,1.2041 ,55.82 ,0.67 ,,
6,7 ,9,19.90 ,997.6 ,10 ,0.00 ,2.60 ,SW,96 ,27.78 ,StNs,14.0 ,19.30 ,0.0140 ,1.2045 ,55.49 ,2.22 ,,
6,7 ,10,20.70 ,998.3 ,10 ,0.00 ,0.60 ,SW,95 ,38.89 ,StNs,13.7 ,18.93 ,0.0146 ,1.2012 ,57.76 ,3.11 ,,
6,7 ,11,20.90 ,999.0 ,10 ,0.00 ,5.80 ,WNW,94 ,27.78 ,StNs,4.0 ,18.57 ,0.0146 ,1.2004 ,58.03 ,2.22 ,,
6,7 ,12,19.40 ,999.7 ,10 ,0.00 ,21.40 ,SSE,93 ,77.78 ,StNs,2.3 ,18.20 ,0.0131 ,1.2066 ,52.77 ,6.22 ,,
6,7 ,13,19.40 ,999.9 ,10 ,0.00 ,3.30 ,S,94 ,108.33 ,StNs,1.7 ,17.93 ,0.0132 ,1.2066 ,53.01 ,8.67 ,,
6,7 ,14,18.70 ,1000.0 ,10 ,0.00 ,3.10 ,ESE,94 ,8.33 ,StNs,3.3 ,17.67 ,0.0127 ,1.2095 ,51.07 ,0.67 ,,
6,7 ,15,18.20 ,1000.2 ,10 ,0.00 ,10.20 ,ESE,95 ,13.89 ,StNs,1.0 ,17.40 ,0.0124 ,1.2116 ,49.76 ,1.11 ,,
6,7 ,16,17.50 ,1000.3 ,10 ,0.00 ,3.80 ,E,94 ,41.67 ,StNs,3.3 ,16.53 ,0.0117 ,1.2145 ,47.23 ,3.33 ,,
6,7 ,17,17.00 ,1000.3 ,10 ,0.00 ,1.10 ,E,92 ,16.67 ,StAs,2.7 ,15.67 ,0.0112 ,1.2166 ,45.36 ,1.33 ,,
6,7 ,18,16.20 ,1000.4 ,10 ,0.00 ,0.40 ,ENE,91 ,25.00 ,StAs,2.5 ,14.80 ,0.0105 ,1.2199 ,42.72 ,2.00 ,,
6,7 ,19,16.40 ,1000.8 ,10 ,0.00 ,0.27 ,ENE,90 ,25.00 ,StAs,2.3 ,14.47 ,0.0104 ,1.2191 ,42.87 ,2.00 ,,
6,7 ,20,16.10 ,1001.2 ,10 ,0.00 ,0.13 ,E,88 ,0.00 ,AcCi,2.0 ,14.13 ,0.0101 ,1.2204 ,41.66 ,0.00 ,,
6,7 ,21,16.00 ,1001.6 ,10 ,0.00 ,0.00 ,ESE,87 ,0.00 ,AcCi,0.7 ,13.80 ,0.0099 ,1.2208 ,41.01 ,0.00 ,,
6,7 ,22,16.00 ,1001.7 ,10 ,0.00 ,0.00 ,ESE,87 ,0.00 ,AcCi,1.7 ,13.83 ,0.0099 ,1.2208 ,41.01 ,0.00 ,,
6,7 ,23,16.10 ,1001.9 ,10 ,0.00 ,0.00 ,WSW,87 ,0.00 ,ScAc,4.0 ,13.87 ,0.0099 ,1.2204 ,41.27 ,0.00 ,,
6,7 ,24,16.10 ,1002.0 ,10 ,0.00 ,0.00 ,WSW,87 ,0.00 ,ScAc,4.3 ,13.90 ,0.0099 ,1.2204 ,41.27 ,0.00 ,,
6,8 ,1,16.07 ,1001.7 ,10 ,0.00 ,0.00 ,WSW,87 ,0.00 ,StNs,3.8 ,13.93 ,0.0099 ,1.2205 ,41.28 ,0.00 ,,
6,8 ,2,16.03 ,1001.3 ,10 ,0.00 ,0.00 ,S,88 ,0.00 ,Sc,2.3 ,13.97 ,0.0100 ,1.2206 ,41.29 ,0.00 ,,
6,8 ,3,16.00 ,1001.0 ,10 ,0.00 ,0.00 ,SW,88 ,0.00 ,Sc,1.5 ,14.00 ,0.0100 ,1.2208 ,41.30 ,0.00 ,,
6,8 ,4,16.00 ,1001.5 ,10 ,0.00 ,0.00 ,W,88 ,0.00 ,Sc,2.5 ,13.80 ,0.0100 ,1.2208 ,41.30 ,0.00 ,,
6,8 ,5,15.60 ,1001.9 ,10 ,0.00 ,0.00 ,WNW,88 ,0.00 ,0,4.7 ,13.60 ,0.0097 ,1.2225 ,40.24 ,0.00 ,,
6,8 ,6,15.40 ,1002.4 ,10 ,0.00 ,0.00 ,NW,88 ,16.67 ,0,1.3 ,13.40 ,0.0096 ,1.2233 ,39.72 ,1.33 ,,
6,8 ,7,15.90 ,1002.6 ,10 ,0.00 ,0.00 ,NW,79 ,175.00 ,0,4.2 ,13.10 ,0.0089 ,1.2212 ,38.53 ,30.25 ,,
6,8 ,8,17.60 ,1002.9 ,10 ,0.00 ,0.00 ,N,71 ,419.44 ,0,1.2 ,12.80 ,0.0088 ,1.2141 ,40.09 ,184.26 ,,
6,8 ,9,20.20 ,1003.1 ,10 ,0.00 ,0.00 ,NNW,62 ,644.44 ,0,3.3 ,12.50 ,0.0091 ,1.2033 ,43.48 ,361.34 ,,
6,8 ,10,22.20 ,1002.9 ,10 ,0.00 ,0.00 ,E,61 ,802.78 ,0,1.5 ,13.83 ,0.0102 ,1.1951 ,48.17 ,474.88 ,,
6,8 ,11,24.00 ,1002.6 ,10 ,0.00 ,0.00 ,SW,60 ,900.00 ,Ci,3.8 ,15.17 ,0.0112 ,1.1879 ,52.57 ,537.80 ,,
6,8 ,12,25.00 ,1002.4 ,10 ,0.00 ,0.00 ,SSW,59 ,933.33 ,Ci,3.7 ,16.50 ,0.0117 ,1.1839 ,54.87 ,551.35 ,,
6,8 ,13,24.60 ,1002.2 ,10 ,0.00 ,0.00 ,SSW,60 ,983.33 ,Ci,3.0 ,16.63 ,0.0115 ,1.1855 ,54.08 ,614.75 ,,
6,8 ,14,24.30 ,1001.9 ,10 ,0.00 ,0.00 ,SSW,60 ,911.11 ,Ci,2.8 ,16.77 ,0.0115 ,1.1867 ,53.57 ,561.83 ,,
6,8 ,15,24.80 ,1001.7 ,10 ,0.00 ,0.00 ,SSW,61 ,738.89 ,Ci,2.5 ,16.90 ,0.0119 ,1.1847 ,55.32 ,412.81 ,,
6,8 ,16,24.50 ,1001.6 ,10 ,0.00 ,0.00 ,ESE,58 ,572.22 ,Ci,2.2 ,15.53 ,0.0112 ,1.1859 ,53.14 ,293.61 ,,
6,8 ,17,23.60 ,1001.4 ,10 ,0.00 ,0.00 ,E,56 ,427.78 ,Ci,2.7 ,14.17 ,0.0101 ,1.1895 ,49.43 ,222.74 ,,
6,8 ,18,22.80 ,1001.3 ,10 ,0.00 ,0.00 ,E,53 ,197.22 ,Ci,2.2 ,12.80 ,0.0092 ,1.1927 ,46.19 ,61.24 ,,
6,8 ,19,21.90 ,1001.6 ,9 ,0.00 ,0.00 ,ESE,59 ,13.89 ,Ci,1.0 ,13.40 ,0.0097 ,1.1964 ,46.69 ,1.11 ,,
6,8 ,20,20.70 ,1001.8 ,9 ,0.00 ,0.00 ,SSW,66 ,0.00 ,Ci,0.7 ,14.00 ,0.0100 ,1.2012 ,46.16 ,0.00 ,,
6,8 ,21,19.80 ,1002.1 ,8 ,0.00 ,0.00 ,SSW,72 ,0.00 ,Ci,1.0 ,14.60 ,0.0104 ,1.2049 ,46.20 ,0.00 ,,
6,8 ,22,19.20 ,1001.9 ,8 ,0.00 ,0.00 ,WSW,74 ,0.00 ,Ci,1.5 ,14.60 ,0.0102 ,1.2074 ,45.20 ,0.00 ,,
6,8 ,23,18.80 ,1001.8 ,8 ,0.00 ,0.00 ,NE,75 ,0.00 ,AcCi,1.0 ,14.60 ,0.0102 ,1.2091 ,44.72 ,0.00 ,,
6,8 ,24,18.50 ,1001.6 ,8 ,0.00 ,0.00 ,SE,77 ,0.00 ,AcCi,1.0 ,14.60 ,0.0102 ,1.2103 ,44.50 ,0.00 ,,
6,9 ,1,18.27 ,1001.1 ,7 ,0.00 ,0.00 ,정온,79 ,0.00 ,ScAc,0.0 ,14.67 ,0.0103 ,1.2113 ,44.44 ,0.00 ,,
6,9 ,2,18.03 ,1000.5 ,7 ,0.00 ,0.00 ,WNW,80 ,0.00 ,As,1.0 ,14.73 ,0.0104 ,1.2123 ,44.37 ,0.00 ,,
6,9 ,3,17.80 ,1000.0 ,6 ,0.00 ,0.00 ,ENE,82 ,0.00 ,As,2.0 ,14.80 ,0.0104 ,1.2132 ,44.29 ,0.00 ,,
6,9 ,4,17.70 ,999.9 ,4 ,0.00 ,0.00 ,ENE,83 ,0.00 ,As,2.0 ,15.10 ,0.0105 ,1.2136 ,44.45 ,0.00 ,,
6,9 ,5,18.00 ,999.9 ,2 ,0.00 ,0.00 ,ENE,85 ,0.00 ,StAs,1.5 ,15.40 ,0.0109 ,1.2124 ,45.72 ,0.00 ,,
6,9 ,6,18.00 ,999.8 ,0 ,0.00 ,0.00 ,ENE,86 ,8.33 ,StAs,1.7 ,15.70 ,0.0111 ,1.2124 ,46.16 ,0.67 ,,
6,9 ,7,18.50 ,999.7 ,0 ,0.00 ,0.00 ,ENE,86 ,63.89 ,StAs,1.7 ,15.97 ,0.0114 ,1.2103 ,47.47 ,5.11 ,,
6,9 ,8,18.70 ,999.6 ,0 ,0.00 ,0.00 ,E,85 ,108.33 ,StNs,1.7 ,16.23 ,0.0115 ,1.2095 ,47.93 ,8.67 ,,
6,9 ,9,19.00 ,999.5 ,0 ,0.00 ,0.00 ,ENE,85 ,61.11 ,StNs,1.7 ,16.50 ,0.0117 ,1.2082 ,48.68 ,4.89 ,,
6,9 ,10,19.00 ,999.0 ,2 ,0.00 ,0.50 ,ESE,84 ,52.78 ,StNs,0.3 ,15.80 ,0.0115 ,1.2082 ,48.33 ,4.22 ,,
6,9 ,11,18.80 ,998.6 ,4 ,0.00 ,2.40 ,WSW,83 ,41.67 ,StNs,3.2 ,15.10 ,0.0112 ,1.2091 ,47.40 ,3.33 ,,
6,9 ,12,17.60 ,998.1 ,6 ,0.00 ,6.10 ,SE,82 ,58.33 ,StNs,1.0 ,14.40 ,0.0103 ,1.2141 ,43.74 ,4.67 ,,
6,9 ,13,17.30 ,997.3 ,6 ,0.00 ,6.30 ,S,83 ,50.00 ,StNs,2.3 ,14.10 ,0.0102 ,1.2153 ,43.15 ,4.00 ,,
6,9 ,14,16.80 ,996.6 ,7 ,0.00 ,2.20 ,ENE,83 ,61.11 ,StNs,2.0 ,13.80 ,0.0099 ,1.2174 ,42.03 ,4.89 ,,
6,9 ,15,16.30 ,995.8 ,7 ,0.00 ,1.20 ,ENE,84 ,55.56 ,StNs,2.3 ,13.50 ,0.0097 ,1.2195 ,40.91 ,4.44 ,,
6,9 ,16,16.20 ,995.1 ,6 ,0.00 ,0.90 ,ENE,85 ,30.56 ,StNs,3.0 ,13.73 ,0.0098 ,1.2199 ,41.05 ,2.44 ,,
6,9 ,17,16.10 ,994.3 ,4 ,0.00 ,0.40 ,NE,87 ,8.33 ,StNs,2.3 ,13.97 ,0.0099 ,1.2204 ,41.18 ,0.67 ,,
6,9 ,18,16.20 ,993.6 ,3 ,0.00 ,0.40 ,NE,88 ,11.11 ,StNs,3.7 ,14.20 ,0.0101 ,1.2199 ,41.83 ,0.89 ,,
6,9 ,19,16.20 ,993.9 ,4 ,0.00 ,0.10 ,NE,89 ,2.78 ,StNs,2.3 ,14.40 ,0.0102 ,1.2199 ,42.13 ,0.22 ,,
6,9 ,20,16.30 ,994.1 ,4 ,0.00 ,0.00 ,N,90 ,0.00 ,StNs,1.7 ,14.60 ,0.0104 ,1.2195 ,42.70 ,0.00 ,,
6,9 ,21,16.20 ,994.4 ,5 ,0.00 ,0.10 ,NNW,91 ,0.00 ,StNs,3.5 ,14.80 ,0.0105 ,1.2199 ,42.72 ,0.00 ,,
6,9 ,22,15.90 ,994.6 ,6 ,0.00 ,0.10 ,NNW,91 ,0.00 ,StNs,4.3 ,14.57 ,0.0102 ,1.2212 ,41.81 ,0.00 ,,
6,9 ,23,15.80 ,994.9 ,8 ,0.00 ,0.00 ,NNW,90 ,0.00 ,StNs,4.3 ,14.33 ,0.0101 ,1.2216 ,41.44 ,0.00 ,,
6,9 ,24,15.80 ,995.1 ,9 ,0.00 ,0.00 ,NNW,90 ,0.00 ,StNs,2.0 ,14.10 ,0.0101 ,1.2216 ,41.34 ,0.00 ,,
6,10 ,1,15.90 ,995.3 ,9 ,0.00 ,0.00 ,NW,89 ,0.00 ,AcCi,3.5 ,14.03 ,0.0100 ,1.2212 ,41.32 ,0.00 ,,
6,10 ,2,16.00 ,995.5 ,10 ,0.00 ,0.00 ,NW,88 ,0.00 ,ScAs,3.0 ,13.97 ,0.0100 ,1.2208 ,41.30 ,0.00 ,,
6,10 ,3,16.10 ,995.7 ,10 ,0.00 ,0.00 ,NW,87 ,0.00 ,ScAs,3.7 ,13.90 ,0.0099 ,1.2204 ,41.27 ,0.00 ,,
6,10 ,4,16.00 ,996.2 ,10 ,0.00 ,0.00 ,N,86 ,0.00 ,ScAs,2.7 ,13.83 ,0.0098 ,1.2208 ,40.81 ,0.00 ,,
6,10 ,5,16.20 ,996.8 ,10 ,0.00 ,0.00 ,NNW,86 ,0.00 ,ScAs,1.5 ,13.77 ,0.0098 ,1.2199 ,41.15 ,0.00 ,,
6,10 ,6,16.30 ,997.3 ,10 ,0.00 ,0.00 ,NW,85 ,8.33 ,ScAs,3.0 ,13.70 ,0.0098 ,1.2195 ,41.21 ,0.67 ,,
6,10 ,7,16.60 ,997.8 ,10 ,0.00 ,0.00 ,WNW,84 ,52.78 ,ScAs,2.0 ,14.40 ,0.0099 ,1.2182 ,41.70 ,4.22 ,,
6,10 ,8,17.10 ,998.4 ,10 ,0.00 ,0.00 ,W,83 ,166.67 ,AcCi,1.0 ,15.10 ,0.0101 ,1.2161 ,42.72 ,13.40 ,,
6,10 ,9,18.90 ,998.9 ,10 ,0.00 ,0.00 ,SW,82 ,450.00 ,AcCi,4.0 ,15.80 ,0.0112 ,1.2087 ,47.33 ,133.70 ,,
6,10 ,10,20.10 ,998.9 ,10 ,0.00 ,0.00 ,W,75 ,775.00 ,AcCi,5.3 ,15.70 ,0.0111 ,1.2037 ,48.27 ,440.13 ,,
6,10 ,11,21.80 ,999.0 ,10 ,0.00 ,0.00 ,WSW,69 ,980.56 ,Ac,5.0 ,15.60 ,0.0112 ,1.1968 ,50.36 ,629.82 ,,
6,10 ,12,23.20 ,999.0 ,10 ,0.00 ,0.00 ,SSW,62 ,916.67 ,Ac,5.0 ,15.50 ,0.0110 ,1.1911 ,51.31 ,530.37 ,,
6,10 ,13,23.40 ,999.0 ,10 ,0.00 ,0.00 ,SSW,61 ,894.44 ,Ac,6.0 ,15.80 ,0.0110 ,1.1903 ,51.55 ,506.00 ,,
6,10 ,14,23.50 ,998.9 ,10 ,0.00 ,0.00 ,SW,61 ,958.33 ,Ac,4.3 ,16.10 ,0.0110 ,1.1899 ,51.51 ,613.96 ,,
6,10 ,15,24.60 ,998.9 ,10 ,0.00 ,0.00 ,SSW,60 ,833.33 ,Ac,5.3 ,16.40 ,0.0116 ,1.1855 ,54.25 ,526.61 ,,
6,10 ,16,23.90 ,999.3 ,10 ,0.00 ,0.00 ,WSW,61 ,561.11 ,Ac,7.3 ,16.20 ,0.0112 ,1.1883 ,52.61 ,278.44 ,,
6,10 ,17,23.70 ,999.8 ,10 ,0.00 ,0.00 ,SW,61 ,347.22 ,Ci,5.7 ,16.00 ,0.0112 ,1.1891 ,52.38 ,124.77 ,,
6,10 ,18,23.30 ,1000.2 ,10 ,0.00 ,0.00 ,SW,62 ,138.89 ,Ci,6.0 ,15.80 ,0.0111 ,1.1907 ,51.58 ,19.59 ,,
6,10 ,19,22.60 ,1000.9 ,10 ,0.00 ,0.00 ,WNW,63 ,19.44 ,Ci,4.0 ,15.37 ,0.0107 ,1.1935 ,49.97 ,1.56 ,,
6,10 ,20,22.10 ,1001.7 ,10 ,0.00 ,0.00 ,WNW,63 ,0.00 ,Cs,3.0 ,14.93 ,0.0105 ,1.1956 ,48.91 ,0.00 ,,
6,10 ,21,21.60 ,1002.4 ,10 ,0.00 ,0.00 ,NNE,64 ,0.00 ,Cs,4.0 ,14.50 ,0.0103 ,1.1976 ,47.86 ,0.00 ,,
6,10 ,22,21.40 ,1002.8 ,10 ,0.00 ,0.00 ,NW,61 ,0.00 ,Cs,4.7 ,13.63 ,0.0096 ,1.1984 ,45.97 ,0.00 ,,
6,10 ,23,21.50 ,1003.1 ,10 ,0.00 ,0.00 ,NNW,57 ,0.00 ,Ci,4.3 ,12.77 ,0.0092 ,1.1980 ,44.85 ,0.00 ,,
6,10 ,24,21.60 ,1003.5 ,10 ,0.00 ,0.00 ,N,54 ,0.00 ,Ci,3.7 ,11.90 ,0.0087 ,1.1976 ,43.72 ,0.00 ,,
6,11 ,1,21.40 ,1003.3 ,10 ,0.00 ,0.00 ,NNW,55 ,0.00 ,StNs,7.0 ,11.77 ,0.0087 ,1.1984 ,43.65 ,0.00 ,,
6,11 ,2,20.90 ,1003.2 ,10 ,0.00 ,0.00 ,NW,56 ,0.00 ,0,5.7 ,11.63 ,0.0086 ,1.2004 ,42.85 ,0.00 ,,
6,11 ,3,20.20 ,1003.0 ,10 ,0.00 ,0.00 ,NNW,57 ,0.00 ,0,6.0 ,11.50 ,0.0084 ,1.2033 ,41.58 ,0.00 ,,
6,11 ,4,19.70 ,1003.3 ,10 ,0.00 ,0.00 ,ENE,59 ,0.00 ,0,1.7 ,11.50 ,0.0085 ,1.2054 ,41.27 ,0.00 ,,
6,11 ,5,18.80 ,1003.6 ,10 ,0.00 ,0.00 ,NNW,62 ,0.00 ,0,1.3 ,11.50 ,0.0083 ,1.2091 ,39.97 ,0.00 ,,
6,11 ,6,18.20 ,1003.9 ,10 ,0.00 ,0.00 ,E,64 ,13.89 ,0,0.7 ,11.50 ,0.0083 ,1.2116 ,39.35 ,1.11 ,,
6,11 ,7,18.30 ,1004.3 ,9 ,0.00 ,0.00 ,SE,61 ,177.78 ,0,1.0 ,12.37 ,0.0080 ,1.2111 ,38.69 ,32.01 ,,
6,11 ,8,20.50 ,1004.6 ,9 ,0.00 ,0.00 ,SE,59 ,425.00 ,0,0.3 ,13.23 ,0.0088 ,1.2021 ,42.94 ,191.58 ,,
6,11 ,9,23.60 ,1005.0 ,8 ,0.00 ,0.00 ,SE,56 ,594.44 ,0,1.3 ,14.10 ,0.0102 ,1.1895 ,49.59 ,297.73 ,,
6,11 ,10,24.60 ,1005.3 ,7 ,0.00 ,0.00 ,SSW,52 ,766.67 ,0,1.7 ,13.93 ,0.0101 ,1.1855 ,50.41 ,429.65 ,,
6,11 ,11,25.20 ,1005.5 ,6 ,0.00 ,0.00 ,SSW,49 ,900.00 ,Ci,3.0 ,13.77 ,0.0097 ,1.1831 ,50.08 ,537.92 ,,
6,11 ,12,26.40 ,1005.8 ,5 ,0.00 ,0.00 ,SSW,45 ,966.67 ,Ci,3.3 ,13.60 ,0.0097 ,1.1784 ,51.13 ,591.81 ,,
6,11 ,13,27.00 ,1005.3 ,5 ,0.00 ,0.00 ,SSW,46 ,963.89 ,Ci,2.3 ,13.57 ,0.0102 ,1.1760 ,53.03 ,591.77 ,,
6,11 ,14,26.90 ,1004.8 ,4 ,0.00 ,0.00 ,SSW,46 ,897.22 ,0,3.3 ,13.53 ,0.0102 ,1.1764 ,53.16 ,544.58 ,,
6,11 ,15,25.70 ,1004.3 ,4 ,0.00 ,0.00 ,SSW,47 ,788.89 ,0,4.7 ,13.50 ,0.0097 ,1.1812 ,50.47 ,474.44 ,,
6,11 ,16,24.70 ,1004.2 ,4 ,0.00 ,0.00 ,SSW,50 ,625.00 ,0,6.0 ,14.07 ,0.0097 ,1.1851 ,49.50 ,359.74 ,,
6,11 ,17,25.00 ,1004.0 ,5 ,0.00 ,0.00 ,SSW,53 ,419.44 ,0,4.0 ,14.63 ,0.0105 ,1.1839 ,51.80 ,210.36 ,,
6,11 ,18,24.80 ,1003.9 ,5 ,0.00 ,0.00 ,SW,56 ,200.00 ,0,3.0 ,15.20 ,0.0109 ,1.1847 ,52.79 ,62.69 ,,
6,11 ,19,24.10 ,1004.1 ,6 ,0.00 ,0.00 ,W,52 ,16.67 ,0,1.0 ,13.13 ,0.0097 ,1.1875 ,48.97 ,1.33 ,,
6,11 ,20,22.90 ,1004.2 ,8 ,0.00 ,0.00 ,WSW,48 ,0.00 ,0,1.3 ,11.07 ,0.0083 ,1.1923 ,44.20 ,0.00 ,,
6,11 ,21,21.60 ,1004.4 ,9 ,0.00 ,0.00 ,NE,44 ,0.00 ,0,1.7 ,9.00 ,0.0070 ,1.1976 ,39.59 ,0.00 ,,
6,11 ,22,21.10 ,1004.5 ,7 ,0.00 ,0.00 ,ENE,47 ,0.00 ,0,1.0 ,9.53 ,0.0073 ,1.1996 ,39.73 ,0.00 ,,
6,11 ,23,20.80 ,1004.7 ,6 ,0.00 ,0.00 ,ENE,50 ,0.00 ,Ci,1.0 ,10.07 ,0.0076 ,1.2008 ,40.26 ,0.00 ,,
6,11 ,24,20.40 ,1004.8 ,4 ,0.00 ,0.00 ,ENE,53 ,0.00 ,Ci,0.5 ,10.60 ,0.0079 ,1.2025 ,40.52 ,0.00 ,,
6,12 ,1,19.90 ,1004.5 ,3 ,0.00 ,0.00 ,정온,52 ,0.00 ,Ci,0.0 ,10.03 ,0.0075 ,1.2045 ,39.03 ,0.00 ,,
6,12 ,2,19.50 ,1004.3 ,1 ,0.00 ,0.00 ,정온,51 ,0.00 ,Ci,0.2 ,9.47 ,0.0072 ,1.2062 ,37.78 ,0.00 ,,
6,12 ,3,19.40 ,1004.0 ,0 ,0.00 ,0.00 ,ENE,50 ,0.00 ,Ci,0.3 ,8.90 ,0.0070 ,1.2066 ,37.21 ,0.00 ,,
6,12 ,4,18.80 ,1004.0 ,0 ,0.00 ,0.00 ,NE,52 ,0.00 ,Ci,1.3 ,8.93 ,0.0070 ,1.2091 ,36.63 ,0.00 ,,
6,12 ,5,18.20 ,1004.0 ,0 ,0.00 ,0.00 ,NE,54 ,0.00 ,Ci,1.2 ,8.97 ,0.0070 ,1.2116 ,36.02 ,0.00 ,,
6,12 ,6,17.80 ,1004.0 ,0 ,0.00 ,0.00 ,NE,56 ,19.44 ,Ci,2.2 ,9.00 ,0.0071 ,1.2132 ,35.82 ,1.56 ,,
6,12 ,7,18.30 ,1004.3 ,0 ,0.00 ,0.00 ,ENE,54 ,161.11 ,Ci,1.0 ,10.27 ,0.0070 ,1.2111 ,36.13 ,23.39 ,,
6,12 ,8,20.70 ,1004.5 ,0 ,0.00 ,0.00 ,ENE,51 ,391.67 ,0,1.7 ,11.53 ,0.0078 ,1.2012 ,40.56 ,152.44 ,,
6,12 ,9,24.00 ,1004.8 ,0 ,0.00 ,0.00 ,E,49 ,594.44 ,0,1.0 ,12.80 ,0.0091 ,1.1879 ,47.28 ,297.97 ,,
6,12 ,10,25.80 ,1004.8 ,1 ,0.00 ,0.00 ,ESE,47 ,772.22 ,0,2.2 ,13.10 ,0.0098 ,1.1808 ,50.90 ,436.91 ,,
6,12 ,11,26.70 ,1004.8 ,2 ,0.00 ,0.00 ,ESE,46 ,911.11 ,Ci,2.0 ,13.40 ,0.0100 ,1.1772 ,52.26 ,551.55 ,,
6,12 ,12,27.00 ,1004.8 ,3 ,0.00 ,0.00 ,E,44 ,991.67 ,Ci,2.0 ,13.70 ,0.0098 ,1.1760 ,52.07 ,620.87 ,,
6,12 ,13,26.80 ,1004.5 ,2 ,0.00 ,0.00 ,E,45 ,997.22 ,Ci,2.3 ,13.93 ,0.0100 ,1.1768 ,52.33 ,629.87 ,,
6,12 ,14,26.00 ,1004.3 ,1 ,0.00 ,0.00 ,E,47 ,936.11 ,Ci,2.0 ,14.17 ,0.0098 ,1.1800 ,51.04 ,589.62 ,,
6,12 ,15,26.20 ,1004.0 ,0 ,0.00 ,0.00 ,ESE,48 ,819.44 ,Ci,2.5 ,14.40 ,0.0102 ,1.1792 ,52.28 ,510.41 ,,
6,12 ,16,26.80 ,1004.0 ,0 ,0.00 ,0.00 ,ESE,46 ,638.89 ,Ci,2.0 ,13.37 ,0.0100 ,1.1768 ,52.52 ,376.75 ,,
6,12 ,17,26.70 ,1003.9 ,0 ,0.00 ,0.00 ,E,43 ,436.11 ,0,3.0 ,12.33 ,0.0095 ,1.1772 ,50.94 ,231.20 ,,
6,12 ,18,25.70 ,1003.9 ,0 ,0.00 ,0.00 ,E,41 ,213.89 ,0,2.3 ,11.30 ,0.0084 ,1.1812 ,47.28 ,76.45 ,,
6,12 ,19,24.20 ,1004.1 ,0 ,0.00 ,0.00 ,ENE,43 ,16.67 ,0,2.8 ,10.70 ,0.0081 ,1.1871 ,45.02 ,1.33 ,,
6,12 ,20,22.20 ,1004.4 ,0 ,0.00 ,0.00 ,E,46 ,0.00 ,0,3.0 ,10.10 ,0.0076 ,1.1951 ,41.59 ,0.00 ,,
